numberid,day,month,year,hour,station,lat,lon,depth,taxon,category,fluorescence,oxygen,salinity,temperature
5180,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5194,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5195,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5196,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5197,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5063,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5064,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5065,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5066,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5050,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5068,9,9,2021,10,218,-22.96335,-41.95588,9,Bacillariophyceae,Diatoms,NA,NA,34.7,21.5507
5052,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5053,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5054,9,9,2021,10,218,-22.96335,-41.95588,9,Bacillariophyceae,Diatoms,NA,NA,34.7,21.5507
5055,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5181,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5182,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5183,9,9,2021,10,218,-22.96335,-41.95588,9,Oncaea,Outros,NA,NA,34.7,21.5507
5184,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5185,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5186,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5187,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5188,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5189,9,9,2021,10,218,-22.96335,-41.95588,9,Radiolaria,Radiolaria,NA,NA,34.7,21.5507
5190,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5191,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5192,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5193,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5233,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5070,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5071,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5072,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5073,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5198,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5199,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5200,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5201,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5202,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5203,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5204,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5205,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5206,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5207,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5208,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5209,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5210,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5211,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5212,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5213,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5214,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5051,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5216,9,9,2021,10,218,-22.96335,-41.95588,9,Acartia,Copepoda,NA,NA,34.7,21.5507
5217,9,9,2021,10,218,-22.96335,-41.95588,9,Acartia,Copepoda,NA,NA,34.7,21.5507
5218,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5219,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5056,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5178,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5222,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5223,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5224,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5225,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5226,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5227,9,9,2021,10,218,-22.96335,-41.95588,9,Oncaea,Outros,NA,NA,34.7,21.5507
5228,9,9,2021,10,218,-22.96335,-41.95588,9,Bacillariophyceae,Diatoms,NA,NA,34.7,21.5507
5229,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5230,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5231,9,9,2021,10,218,-22.96335,-41.95588,9,Melosira,Diatoms,NA,NA,34.7,21.5507
5232,9,9,2021,10,218,-22.96335,-41.95588,9,NA,Outros,NA,NA,34.7,21.5507
5273,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5234,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5235,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5236,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5237,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5238,9,9,2021,10,218,-22.96335,-41.95588,9,Cirripedia,Outros,NA,NA,34.7,21.5507
5239,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5240,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5241,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5242,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5243,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5244,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5245,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5246,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5247,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5248,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5249,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5250,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5251,9,9,2021,10,218,-22.96335,-41.95588,9,Radiolaria,Radiolaria,NA,NA,34.7,21.5507
5252,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5253,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5254,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5255,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5256,9,9,2021,10,218,-22.96335,-41.95588,9,Corycaeus,Copepoda,NA,NA,34.7,21.5507
5257,9,9,2021,10,218,-22.96335,-41.95588,9,Radiolaria,Radiolaria,NA,NA,34.7,21.5507
5258,9,9,2021,10,218,-22.96335,-41.95588,9,NA,Outros,NA,NA,34.7,21.5507
5259,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5220,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5221,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5097,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5098,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5099,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5100,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5101,9,9,2021,10,218,-22.96335,-41.95588,9,Oncaea,Outros,NA,NA,34.7,21.5507
5102,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5103,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5104,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5105,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5106,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5107,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5108,9,9,2021,10,218,-22.96335,-41.95588,9,Oithonidae,Copepoda,NA,NA,34.7,21.5507
5274,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5275,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5276,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5277,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5278,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5279,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5280,9,9,2021,10,218,-22.96335,-41.95588,9,Radiolaria,Radiolaria,NA,NA,34.7,21.5507
5036,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5037,9,9,2021,10,218,-22.96335,-41.95588,9,Turbinata,Copepoda,NA,NA,34.7,21.5507
5038,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5039,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5040,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5041,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5042,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5043,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5044,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5045,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5046,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5047,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5048,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5049,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5171,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5172,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5173,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5174,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5175,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5176,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5177,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5261,9,9,2021,10,218,-22.96335,-41.95588,9,Tintinnida,Outros,NA,NA,34.7,21.5507
5262,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5263,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5264,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5265,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5266,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5267,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5268,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5269,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5270,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5271,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5272,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5109,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5110,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5111,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5112,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5113,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5074,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5075,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5076,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5077,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5078,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5079,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5080,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5081,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5082,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5083,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5084,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5085,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5086,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5087,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5088,9,9,2021,10,218,-22.96335,-41.95588,9,Hemiaulales,Diatoms,NA,NA,34.7,21.5507
5089,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5090,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5215,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5092,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5093,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5094,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5095,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5096,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5015,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5016,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5017,9,9,2021,10,218,-22.96335,-41.95588,9,Bacillariophyceae,Diatoms,NA,NA,34.7,21.5507
5018,9,9,2021,10,218,-22.96335,-41.95588,9,Bacillariophyceae,Diatoms,NA,NA,34.7,21.5507
5019,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5020,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5021,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5022,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5023,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5024,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5025,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5026,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5028,9,9,2021,10,218,-22.96335,-41.95588,9,Radiolaria,Radiolaria,NA,NA,34.7,21.5507
5029,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5030,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5031,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5032,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5114,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5115,9,9,2021,10,218,-22.96335,-41.95588,9,Corycaeus,Copepoda,NA,NA,34.7,21.5507
5116,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5117,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5118,9,9,2021,10,218,-22.96335,-41.95588,9,Corycaeus,Copepoda,NA,NA,34.7,21.5507
5119,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5120,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5121,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5122,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5123,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5124,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5125,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5126,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5127,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5128,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5129,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5130,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5131,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5132,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5133,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5134,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5135,9,9,2021,10,218,-22.96335,-41.95588,9,Decapoda,Outros,NA,NA,34.7,21.5507
5260,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5149,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5150,9,9,2021,10,218,-22.96335,-41.95588,9,Bacillariophyceae,Diatoms,NA,NA,34.7,21.5507
5151,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5136,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5137,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5138,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5139,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5140,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5141,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5142,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5143,9,9,2021,10,218,-22.96335,-41.95588,9,Oncaea,Outros,NA,NA,34.7,21.5507
5144,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5027,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5163,9,9,2021,10,218,-22.96335,-41.95588,9,Turbinata,Copepoda,NA,NA,34.7,21.5507
5164,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5165,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5152,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5033,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5034,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5035,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5157,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5158,9,9,2021,10,218,-22.96335,-41.95588,9,Oithonidae,Copepoda,NA,NA,34.7,21.5507
5159,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5160,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5161,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5162,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5145,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5146,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5147,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5166,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
5167,9,9,2021,10,218,-22.96335,-41.95588,9,Maxillopoda,Copepoda,NA,NA,34.7,21.5507
5168,9,9,2021,10,218,-22.96335,-41.95588,9,Calanoida,Copepoda,NA,NA,34.7,21.5507
